ticker,total_var,syst_share,beta,momentum,amihud,log_dolvol,w,year,sec_CommSvcs,sec_ConsDis,sec_ConsStap,sec_Energy,sec_Financials,sec_HealthCare,sec_Industrials,sec_Materials,sec_RealEstate,sec_Utilities
CAT,0.000259492801077807,0.39147921990634327,1.037597608597338,-0.2610226741656975,3.18695917702697e-05,19.733264584887866,2.3792406307246234e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHTR,0.0003058882133234749,0.3064677308605796,0.9967487410220721,0.09431674377310846,5.58853088372844e-05,19.365327983845027,0.0012500941041495247,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,0.00012831007379988303,0.5707675083931915,0.8809919631942112,-0.0157480957885762,4.527612447345226e-05,18.937960802012977,2.7557706296186144e-06,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMCSA,0.0001700986901514714,0.5422749900908312,0.9887174979667608,-0.010848970662781628,1.6766041450253103e-05,20.261864490985467,3.0653789010213727e-06,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COF,0.0002737452587172565,0.4694659716975279,1.1670442154630336,-0.11552111825396538,5.411400643603012e-05,19.056723317950436,1.3872294753082066e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COP,0.00038914524278365286,0.3704360782036111,1.2360170161110842,-0.3425836532491048,4.2866912514843275e-05,19.641021360039556,7.905168952452698e-07,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COST,0.00012743332465068365,0.4437293909333926,0.7741276018580198,0.17349038953420998,3.0194743411075042e-05,19.39349228715924,0.06438536744525464,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRM,0.00038668793054276424,0.33718995594988854,1.1755187786008394,0.2790460011394593,4.963832822999807e-05,19.481014745723822,1.289547481679015e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSCO,0.00021201442070362684,0.5333823679901505,1.0947475359509362,0.006176283475148814,1.868144108177558e-05,20.108191693344438,1.30111909587903e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVS,0.00015134238041425202,0.5131134995148331,0.9071914502938742,0.028599638568651067,2.5319858830689866e-05,19.69057214957521,9.782402791347548e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CVX,0.0002968154425776972,0.4542896836719213,1.1954230664543677,-0.1763873073674062,2.2417208181997634e-05,20.124445869307895,8.282108742009822e-07,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D,0.00011730813802820708,0.3012655256054706,0.61199903512542,-0.09170980441525661,7.049986379751392e-05,18.566265113904276,0.05003635012783008,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DHR,0.00012688523626585443,0.6838199813102058,0.9589332724116951,0.08654622028807799,4.972908710453677e-05,19.000431885693526,4.297713957473987e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DIS,0.00020486832130234771,0.38984283009539733,0.9200133472827503,0.1215967996446175,1.1421236621677074e-05,20.523263731868408,0.013021998044797234,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUK,0.0001494710969723094,0.2374498654845504,0.6133050247891046,-0.11397435201626148,5.188550792401422e-05,18.932690453723765,4.687419480981755e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMR,0.00019638144957160664,0.4934922054795376,1.0134500010706664,-0.21961443093928884,5.3858567648009135e-05,19.105703242964527,1.4181423804497466e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EXC,0.0002487190682455878,0.22655578761294784,0.7727767897620947,-0.2504435992649128,7.080344232188919e-05,18.918794046625468,2.3278006419298093e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F,0.00019477087319668416,0.5690844811749473,1.0838328874793575,-0.055547307661277745,4.2564802044371985e-05,19.264960174752083,1.1678954826878117e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX,0.0001702533927434245,0.5338432196209679,0.9814466593618995,-0.1473097964686657,4.1633476213012315e-05,19.31139283562059,2.7228357761154453e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GD,0.00013583613351085126,0.6179445418667983,0.9431795023327203,0.017537356673810275,5.6002393381922045e-05,18.899750614012763,3.6824360069376486e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GE,0.00019090185244948916,0.49361804041841556,0.9993382975195109,0.24317867558274964,9.510029981658099e-06,20.95549000454672,2.5356308151390193e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GILD,0.0003143970416392796,0.4216706108998407,1.1853260798983916,0.0827969417946176,1.5504243240394826e-05,20.531096346071,1.4888489852325929e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GM,0.00023783266186947952,0.4479800340658131,1.062617650721669,0.015067085481653884,2.6216906508727347e-05,19.817863507704,1.5417426223425929e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOOGL,0.00031364122548172897,0.32874715235908164,1.0453446932365793,0.3826178294086869,8.490863096188874e-06,21.01704924989893,1.1339334106237914e-05,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS,0.00019825273687716725,0.7171474708790764,1.227512092955849,-0.059639507412650464,2.4595016502631595e-05,19.880197758002637,9.81557096305094e-07,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HD,0.00016124578538260467,0.588164976572016,1.002549244350794,0.2509452436963018,2.0015507933649375e-05,19.947678390347736,2.093807621142903e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HON,0.00015697590499073977,0.7165435056020716,1.0918166874382766,0.05639767953248781,3.671340761380114e-05,19.339927484781327,1.1623563094545987e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IBM,0.00017953267550354407,0.5425395530935949,1.0160133213331637,-0.12129016427585801,2.2066285903244705e-05,19.886160833264764,1.3206794253690585e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTC,0.0002358315524364122,0.4123780907300965,1.0152212386671977,-0.022388463662095584,1.563883939264763e-05,20.437952243463727,2.63884467896474e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JNJ,0.00010604906582396593,0.6178703531442623,0.8333243077931104,0.01135685729286838,1.2721573416449732e-05,20.226863813121405,0.020619050301191325,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JPM,0.00019669894841669675,0.7328104021018931,1.2359724198381077,0.08040466701236053,1.3165409959709924e-05,20.437414720468063,1.0072903804323831e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KO,8.17620401730645e-05,0.5112742623975163,0.6656022375811352,0.050121174385554336,1.5950323148768057e-05,19.85947158975793,0.1893368186221477,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN,0.00012265798928607182,0.5062899585441816,0.8112589956495483,-0.2103800048664948,5.874468215185679e-05,18.802249929370145,0.08653801928650279,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LLY,0.000287870982524545,0.32535661785340786,0.9963013423632809,0.22627837938503018,3.645310389981419e-05,19.60353796866897,2.427298367737499e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LMT,0.0001116795266716772,0.5665189877101446,0.818853039728289,0.15001029060874496,4.0196713933823483e-05,19.10098638408826,0.05443387864030337,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOW,0.00017304169121768278,0.4987198131683221,0.9563472967891434,0.11471281610480223,3.5783272168584714e-05,19.486206760236296,2.8336331036258004e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,0.00017240315384971114,0.6945878998073433,1.1265439973394358,0.1293693567969117,2.6360169817015096e-05,19.733360120771767,1.4192397710082533e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MCD,0.00014356640311218897,0.4829133192174604,0.8571818166579687,0.26565958436453047,1.6581554057594396e-05,20.027481869703177,0.00868481556527586,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,0.0001818751421675262,0.46446507487207855,0.9461830252811765,0.22615841789400296,3.299338072202832e-05,19.53249229894535,1.4234190384606631e-06,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,0.00016784279941232306,0.5728654051798161,1.0094611360723837,0.08272584726253494,2.7574116999070402e-05,19.697235598468783,2.9708946084719563e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MET,0.00022889158983257333,0.6302454919646077,1.2364647502904136,-0.08661198313726873,5.054346677807484e-05,19.261153194410916,1.1618999078219201e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
META,0.00026163461952460356,0.4025824795678796,1.0565425399400912,0.2937517306662265,5.076710860212695e-06,21.590370121642607,7.661200237172433e-06,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMM,0.00013622620967103556,0.5554537682332236,0.8955013465706027,-0.06093459384534367,2.9859825250112116e-05,19.416595503005613,1.2480627112659645e-05,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MO,0.00013972088290666355,0.39842787306267097,0.7680994695184593,0.20791877749724713,4.894498796028129e-05,18.9930985312836,6.548438257739525e-06,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRK,0.00018943855711312462,0.5198068369234017,1.0215676467837391,-0.0396560976648295,2.1046136662878677e-05,19.92306215404355,1.4843229670891057e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MS,0.0002661618888554896,0.6632449997887732,1.367797719200638,-0.18319936862449268,4.145504389849033e-05,19.465084464988717,6.860496486385656e-07,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MSFT,0.00031177562426115614,0.4591829585416106,1.2317594637488891,0.20450550292118777,7.1865215951380564e-06,21.091670857622635,8.372234595913137e-07,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEE,0.00014267352886193952,0.32298860053026696,0.6988391823895792,0.007479505005727208,4.95946428863506e-05,18.976516326871213,3.498010876192735e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NKE,0.0002002778749547687,0.4659595517384526,0.994494864357085,0.27298044760003637,2.636674699627187e-05,19.730585396806525,2.2798405282680764e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVDA,0.000455746761164793,0.2999723362075167,1.203689151006475,0.513515516343812,8.137072057117177e-05,19.002894459475403,1.5343311711248177e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,0.00018462194131370978,0.553431521000955,1.0406041418234357,-0.1939618611436624,1.9237178925753746e-05,20.05470814695764,1.7980499589602583e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXY,0.00026844967641410667,0.3926746629822779,1.0569631108850768,-0.13529857867457334,4.706113206453723e-05,19.387130194173885,1.8575771194552765e-06,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PEP,9.3988688794741e-05,0.6153547563425256,0.7829112332214541,0.08386764160111884,2.1062566317016217e-05,19.614755815280073,1.4963744739132689e-05,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE,0.00015867195865286774,0.5107391261370092,0.926747885716316,0.06848032630171051,1.5022179823662731e-05,20.225795415723418,0.010848170590012479,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PG,0.00010231500247451553,0.5446035548896875,0.7684610210042496,-0.10502235860589693,1.3529685538960797e-05,20.05674230022629,0.05438649957719096,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM,0.00014055790245792315,0.45006420465174785,0.8187980852200327,0.1255683440513555,3.6538298453300615e-05,19.208758966347094,1.0008584521036497e-05,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,0.00040840288410367225,0.18172613077851027,0.8868803612379006,-0.36575568890039095,1.9383196326322807e-05,20.200963719739107,0.00321510697655366,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTX,0.00015362409676928388,0.536226855602892,0.9343635748961663,-0.15605851708898144,2.3911094453886036e-05,19.726886755981553,2.496843175251853e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SBUX,0.0002013472237596693,0.5101582362373157,1.0433673016840304,0.39346827540690693,2.7460918956937928e-05,19.717821147658096,2.380552791083596e-06,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.00026561900463989804,0.29523821179527066,0.9116493015439773,-0.1781197483357979,2.4154707073024022e-05,20.036999598612553,0.02078386234676444,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SO,0.00011951262900127452,0.22906251025104463,0.5386365947526792,-0.000927751523386311,5.157440045646242e-05,18.82351140621784,0.1397147689954118,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPG,0.00015604164651334405,0.3341974236516192,0.7434191754239362,0.0972994499933835,6.188403277647228e-05,18.835619052947465,9.606794516281394e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
T,9.83413469922877e-05,0.5165684439927825,0.7337429823010676,0.09816462290746501,1.7184809261584872e-05,19.91686693079769,0.11284796949043488,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGT,0.00017401360339936928,0.3086012665964347,0.7544012516075493,-0.01611189404772506,3.5430496218619076e-05,19.463095761152445,0.031931822681916466,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMO,0.00017702816451893065,0.6181211439969055,1.0768864962308795,0.1288062924889939,4.564226799096273e-05,19.21136430436487,1.431246373993632e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TMUS,0.0002841957604736105,0.19556227593973746,0.7674733201890327,0.3730215524363031,9.54510325596589e-05,18.829998820837393,0.04948333062599927,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.00028700852761406306,0.4915366524166504,1.222748959878777,0.05044854443619652,4.403880141482784e-05,19.356184004349384,8.23454812946495e-07,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNH,0.0002557394098591895,0.3757894948664955,1.0092136014450557,0.16781058461786946,2.9322896433199896e-05,19.835242943580983,4.375662029255245e-06,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UNP,0.00024583089213970813,0.48935435185023607,1.1291246901438923,-0.3980255040078571,2.8225774299767236e-05,19.827207338112384,1.086325962417772e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UPS,0.00015433433436405525,0.4973355596805369,0.9019199239993184,-0.11569629559328787,3.492923882996275e-05,19.20300320073277,4.557437486225584e-06,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
USB,0.00016340459778525177,0.689303341147544,1.0925700114319588,-0.028555791201395855,4.509567643478865e-05,19.135980483712064,1.700081652181596e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
V,0.00019310939435871464,0.5559139187077804,1.066638911271905,0.1751069023126306,1.7264168650923938e-05,20.18103165526685,1.6337648361954938e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VZ,9.824600351312057e-05,0.5289263704024257,0.7421078139712659,0.03555860346460829,1.8748748974313637e-05,19.812340319136137,0.0419821156390736,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFC,0.0001579137720939224,0.7402482160107173,1.1130396525451687,0.01825260475272171,1.3527480915975912e-05,20.281568623582565,1.3126805059061229e-06,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WMT,0.00017441943003528596,0.2971279089156627,0.7411073198332276,-0.3097445677021555,1.6392327312033463e-05,20.069645993932042,0.01593300655179962,2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOM,0.00020066829735680979,0.5185010349725869,1.0500890859617804,-0.13687130860267221,1.3454367346134233e-05,20.40946877073289,1.5630843461857502e-06,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHW,0.0003465406892895097,0.5173257554836075,1.378386832690759,0.09458262888474996,6.282164580615181e-05,19.226063878000577,8.758846884899441e-07,2015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AAPL,0.00021677556712760573,0.2884582635526542,0.9354733556381919,0.11760892480589924,2.5634746527097785e-06,22.011995750171337,0.010519624790498044,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBV,0.00029492624118053706,0.18197349297146131,0.8666535852380841,0.09341753125552003,3.573070941181481e-05,19.587798384879832,0.002910123207671301,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ABT,0.00023577263472018137,0.3631273489446768,1.094613858385803,-0.13148348381317337,3.444840334152459e-05,19.53319211411147,2.6832027565626703e-06,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ACN,0.00018004955384349865,0.45255000675575185,1.0678594050260444,0.13410910954950883,3.592760837682039e-05,19.31323083129274,7.040754543738403e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADBE,0.00024331045101364738,0.5143036054985799,1.3233506368607244,0.09158709724284805,3.692594667471575e-05,19.413026535226997,1.7653511653619413e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIG,0.00019338184830720702,0.55449866694471,1.225019130718003,0.07478921048333566,2.8181870544966402e-05,19.57170365483749,5.20870213005053e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMD,0.002459124425721244,0.1676122935058817,2.4017508358394015,1.374024321858684,0.00045831299078931024,19.089940784032198,6.07624078068176e-07,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMGN,0.0002400009603924131,0.36656582120327436,1.1096020195193848,-0.07856731920457803,2.5571154732894466e-05,19.793536664259808,3.447764905252892e-06,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AMT,0.00017339624966962143,0.340791986260474,0.9093881720654402,0.10637954736269269,5.0620342077121884e-05,19.016232158369718,3.2574511399595986e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMZN,0.0003490103128881722,0.22460391722461384,1.0473999711178548,0.10386955680741806,4.044715114244328e-06,21.755935239018118,7.041811572902771e-06,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXP,0.0002474141171750786,0.21024133522573887,0.8532102330967682,0.08233712656244588,3.1476231535287296e-05,19.526058852266374,0.06549505047054392,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BA,0.00023411052764394307,0.43949924689789566,1.1999808182336995,0.10713843987457652,1.8836987531615046e-05,20.073243554265492,1.946576150965591e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BAC,0.0004119900968622654,0.5262802912547856,1.7419540948280023,0.28794539905284133,1.09560838514885e-05,21.02087301724775,3.1510960482276696e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BIIB,0.0004917698567406171,0.2511543247308459,1.3147284086487738,-0.07723403613637578,2.930159516279049e-05,20.046448167796925,2.4685904008236865e-06,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BK,0.0002530348007528025,0.5664542106103323,1.416306657857324,0.15742527572275666,6.106452328733799e-05,19.02477690290802,6.604817681981586e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BKNG,0.000353036989426754,0.4351045756362417,1.4661948680453702,0.139671553865822,1.4253936927703024e-05,20.434937418151588,2.2249916746894814e-06,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLK,0.00024372625047711446,0.6975643537774339,1.5425102472147652,0.13660858072998683,5.8285374587540736e-05,19.046130540411582,1.619165871919009e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMY,0.00035649892453248303,0.11539311655024166,0.7587589517675492,-0.14492272607837642,2.8667406538819673e-05,19.797429915418874,0.0021944471096249606,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BRK-B,8.781384927664142e-05,0.6346566810396547,0.883152494215596,0.21052261153967186,1.2695112192851587e-05,20.08844889349067,1.1690331249422579e-05,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C,0.00040380021814165286,0.6424824309501809,1.9054548696721771,0.147586011949171,1.640840890484521e-05,20.446997796060078,1.5168741588327728e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAT,0.0002852843618324689,0.43159722383135973,1.3126926955213793,0.35140259485816056,3.5596883573387215e-05,19.634954511209493,6.221322363925234e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHTR,0.00034849520529090693,0.21886855284020926,1.0331772893308053,0.45265022539301414,2.7297312434131477e-05,20.135951683694405,1.2966285000812737e-05,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,9.642998473329886e-05,0.3650703823059659,0.7019062567174694,0.00438792573948231,3.6258516519072424e-05,19.01893837824447,5.125654169404749e-06,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMCSA,0.00011490362388270348,0.3393410812847213,0.7387029731581999,0.22303717873811943,1.4407741108325263e-05,20.026318280360794,0.023167697115019273,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COF,0.00031267366203411196,0.4938681729677053,1.4700629562493732,0.21318473416454486,6.0043122680435385e-05,19.18874674603845,2.7139435722141774e-06,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COP,0.0007261734109609126,0.2726027197545407,1.664447220002795,0.09650957357426868,6.020517982160107e-05,19.541471256028515,1.576246033059915e-06,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COST,0.00012227067329703155,0.1786758137629158,0.5529410088772861,0.002773943390324763,2.4678133593003454e-05,19.55760225468266,0.034437975881221175,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRM,0.00045268769740812914,0.30734887989813164,1.3954038847243035,-0.13557425831126954,3.14073722342417e-05,19.841383177755585,3.6248051983813516e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSCO,0.0001828842225352239,0.42549561419389836,1.043567219373026,0.14092340864423297,1.6362123027804812e-05,20.071177922023402,4.829308575774361e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVS,0.0001970418531620739,0.12599794382267757,0.5894483209992668,-0.19638443213688087,2.1511260090653002e-05,19.778558108594304,0.036499459024265005,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CVX,0.0002200226340663325,0.38310527578126746,1.086119248803996,0.31233626077219856,1.9342406655662325e-05,20.06688480939873,3.2938795350752164e-06,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D,0.00011097793887151903,0.07615673401467689,0.3439198535825014,0.16268342833337945,6.034238117306683e-05,18.72715589335635,0.03790911050214908,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DHR,0.00099213327276324,0.03624589798358869,0.7094130994956925,0.5485420691561962,3.825506123552008e-05,19.136628215639842,0.001140448780920046,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DIS,0.00011716216216423926,0.4593173963133018,0.8678304820493603,0.0066971902163801,9.966570499401559e-06,20.411428548779767,0.0405295131066789,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUK,0.00011679323706121329,0.05551504646326634,0.3012305161712672,0.1260712520662047,4.6931951480151593e-05,18.971969621010984,1.6813881210865437e-05,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMR,0.00020926725080628358,0.45740235521798844,1.1574029823030771,0.1906723954298597,6.564200067025517e-05,18.8822326384044,3.3707642411830986e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EXC,0.00019921442744417152,0.16684271523236183,0.6820226261825793,0.28307864500536517,7.739034993965302e-05,18.783028194779504,2.7277507294966703e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F,0.00027164039917315684,0.4248200381966065,1.2708211707923693,-0.08235734028286351,4.1791403212571676e-05,19.407521997135348,3.7137372629393388e-06,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX,0.0002326169157915339,0.4876935170064806,1.2600242463513764,0.23166236584272792,4.0511601096136386e-05,19.26510533047413,2.1758466324100886e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GD,0.00012656488309519017,0.4080194917337687,0.8501231265615569,0.2504183024568318,4.481494865512016e-05,19.05329886296375,1.413530625249795e-05,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GE,0.0001170308212815898,0.5911076894551167,0.9839390461050644,0.04513558792231947,7.363019830527452e-06,20.68120137105903,4.796053280611289e-06,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GILD,0.0002910314775905057,0.19754797352697084,0.8969970938607358,-0.32288811134091633,1.7739618836800848e-05,20.268519762796274,0.0001468152239671884,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GM,0.0002597829892189521,0.33088047789815966,1.0967955794987079,0.071915362219765,3.334591002301362e-05,19.681454664151854,2.92165520324918e-05,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOOGL,0.00016183212705610312,0.35477764494542785,0.8963864000266242,0.018389985138878975,5.91245019145456e-06,21.115428259283103,1.1161535815807802e-05,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
